ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.0587,-0.0525,-0.1483
-0.0349,-0.152,0.0432
-0.0303,-0.1606,0.2202
-0.0312,-0.1146,0.2246
-0.0884,-0.054,0.2205
-0.1124,-0.0895,0.1851
-0.1024,-0.0932,0.0396
-0.0497,-0.0901,0.0673
-0.0021,-0.106,0.1662
-0.0171,-0.1029,0.2268
-0.022,-0.129,0.2502
-0.0364,-0.0897,0.188
-0.0174,-0.041,0.1168
0.0019,-0.0497,0.0753
0.0016,-0.1008,0.0329
-0.0079,-0.1088,0.0143
-0.0265,-0.0789,-0.0092
-0.0261,0.0045,-0.0196
-0.0407,0.045,0.0366
-0.026,-0.0424,0.1611
0.0271,-0.1482,0.3969
-0.0199,-0.1435,0.324
-0.072,-0.073,0.2084
-0.0333,-0.0507,0.0226
-0.0382,-0.0184,-0.0976
-0.0626,0.0157,-0.0518
-0.043,-0.0203,0.0851
-0.0089,-0.0708,0.1885
-0.0079,-0.1318,0.25
-0.0214,-0.155,0.2554
-0.0256,-0.0946,0.1511
-0.0539,-0.0158,-0.0154
-0.0872,0.036,-0.0919
-0.0197,-0.0011,-0.0545
-0.0005,-0.0707,0.0536
-0.0005,-0.0979,0.1092
0.0137,-0.0979,0.0885
0.0078,-0.0824,0.1398
-0.0261,-0.1006,0.2105
-0.0546,-0.0721,0.2488
-0.0828,-0.0588,0.164
-0.0728,-0.0605,0.0456
-0.0675,-0.0516,-0.0456
-0.0106,-0.0506,0.0208
0.0226,-0.1249,0.1588
0.0226,-0.139,0.2115
-0.005,-0.0871,0.1542
-0.0325,0.0352,0.0005
0.0022,0.0636,-0.1054
0.041,0.0128,-0.0551
0.0508,-0.1029,0.1624
0.0566,-0.159,0.2667
0.0004,-0.1074,0.1911
-0.0179,0.0048,0.0056
-0.0703,0.0748,-0.1678
-0.118,-0.0087,-0.0415
-0.0939,-0.1008,0.1322
-0.0314,-0.1517,0.2064
-0.0503,-0.1042,0.1813
-0.079,-0.0244,0.0333
-0.0603,-0.0058,-0.0291
-0.018,-0.0568,0.0468
-0.0327,-0.1084,0.1562
-0.0474,-0.1171,0.1842
-0.0245,-0.0752,0.1018
-0.0359,-0.0084,0.0136
-0.0383,-0.0072,-0.0043
-0.0265,-0.0384,0.0439
-0.0191,-0.0835,0.2171
0.0084,-0.2063,0.3174
0.0516,-0.1834,0.2385
0.0085,-0.0871,0.0122
-0.0489,-0.0128,-0.0773
-0.0397,0.0487,-0.1496
-0.0456,0.0409,-0.0664
-0.013,-0.0561,0.1266
0.0153,-0.1256,0.2636
0.0296,-0.1584,0.2585
0.0005,-0.0747,0.1065
-0.0287,0.0,-0.0177
-0.0287,0.009,-0.0611
-0.0445,-0.0039,-0.0106
-0.0309,-0.0541,0.1015
-0.0122,-0.1146,0.1995
0.0211,-0.1182,0.2084
-0.0077,-0.0717,0.1125
-0.027,-0.0159,-0.0069
-0.0317,-0.0015,-0.0172
-0.017,-0.0245,0.0641
-0.0065,-0.0711,0.1748
-0.0052,-0.1092,0.239
-0.0279,-0.082,0.222
-0.0605,-0.0505,0.1484
-0.06,-0.0424,0.1189
-0.0362,-0.0543,0.1041
-0.0319,-0.0706,0.0705
-0.0174,-0.0775,0.0564
-0.0032,-0.0705,-0.0103
0.0067,-0.0195,0.0036
-0.026,-0.0399,0.0261
0.0083,-0.0501,0.0579
-0.0339,-0.0566,0.0274
-0.0142,-0.0384,0.0013
0.0102,0.0083,-0.0648
-0.0229,-0.0106,-0.0173
-0.0134,-0.038,0.0581
0.0402,-0.0838,0.1284
0.0447,-0.0876,0.1897
0.0311,-0.0692,0.1568
-0.0015,-0.0649,0.1344
-0.0434,-0.0422,0.1119
-0.0369,-0.0247,0.0189
-0.0311,-0.0447,0.0022
-0.03,-0.0687,0.0666
-0.0531,-0.0792,0.141
-0.0563,-0.0566,0.1543
-0.0646,-0.0493,0.0968
-0.073,-0.0463,0.073
-0.0378,-0.1009,0.0692
0.0206,-0.0647,0.0215
-0.0116,0.0048,-0.0173
-0.0592,0.0277,0.0712
-0.0108,-0.0445,0.0893
-0.0005,-0.0784,0.1207
-0.0004,-0.0845,0.1097
0.0144,-0.0772,0.0949
0.0243,-0.079,0.0663
0.0008,-0.0718,0.0421
-0.0129,-0.0492,0.0548
-0.017,-0.0406,0.0672
-0.0164,-0.036,0.0887
-0.0144,-0.0132,0.0572
-0.0119,0.0052,0.01
-0.0202,-0.0179,-0.0492
-0.029,-0.0353,0.0041
-0.0293,-0.0656,0.0946
-0.057,-0.0791,0.0527
-0.0473,-0.0681,0.0745
-0.032,-0.0727,0.1181
-0.0015,-0.102,0.096
0.0186,-0.0985,0.085
-0.0145,-0.0723,-0.0267
-0.0625,-0.017,-0.1687
-0.0822,-0.0262,-0.1361
-0.0207,-0.0381,-0.0098
-0.0069,-0.0833,0.0444
0.0309,-0.082,0.0839
-0.0173,-0.0438,-0.0251
0.0203,-0.0364,0.0913
-0.0139,-0.0495,0.0496
0.0142,-0.0957,0.1335
-0.0194,-0.0429,0.045
-0.0774,0.0005,0.0563
-0.0537,-0.0409,0.121
-0.0057,-0.0496,0.0709
0.0083,-0.04,0.0163
-0.0065,-0.0391,0.0141
-0.0021,-0.0427,-0.0035
-0.0072,-0.0646,0.0549
-0.0078,-0.0865,0.138
-0.0124,-0.0897,0.169
-0.0221,-0.0562,0.0952
-0.0219,-0.0378,-0.0018
-0.0274,-0.0131,-0.0477
-0.0043,-0.0071,-0.0365
0.0045,-0.0571,0.0702
-0.0108,-0.141,0.2169
0.0134,-0.1032,0.1202
-0.0256,0.005,-0.0051
-0.0346,0.0287,-0.0875
-0.0254,-0.0173,-0.0333
0.0119,-0.0622,0.1117
0.0116,-0.0932,0.2184
-0.0026,-0.0927,0.1932
-0.0309,-0.0604,0.078
-0.0345,-0.0418,-0.0041
-0.0248,-0.0227,-0.0294
-0.0154,-0.0169,-0.0273
-0.0402,-0.0052,0.0359
-0.0358,-0.0461,0.1185
-0.0222,-0.0779,0.1204
-0.0076,-0.0972,0.0384
-0.0172,-0.0688,-0.0157
-0.0271,-0.0395,-0.0123
-0.0035,-0.0148,-0.0101
-0.0045,0.0006,-0.0272
-0.0094,-0.0171,0.0175
0.0097,-0.0482,0.0753
0.0004,-0.0747,0.1198
0.0152,-0.1066,0.1514
0.0058,-0.0588,0.1399
0.0009,-0.0256,0.0716
-0.0279,-0.0114,0.0273
-0.0377,-0.0291,0.0253
-0.0278,-0.0384,-0.02
0.0055,-0.051,0.0636
-0.0047,-0.0731,0.1132
0.005,-0.1239,0.1937
-0.028,-0.1245,0.2048
-0.0276,-0.0787,0.1505
-0.0512,0.0035,0.0406
-0.0509,0.0018,0.0799
-0.0697,-0.0011,0.0085
-0.0353,0.0004,-0.1728
0.0032,0.028,-0.1508
0.0369,0.0098,-0.0107
0.0369,-0.0615,0.0571
0.0274,-0.0848,0.1098
0.0077,-0.0658,0.1101
-0.0114,-0.0523,0.0767
-0.0162,-0.0197,0.0249
-0.0204,-0.0012,-0.0379
-0.0398,-0.0096,-0.0202
-0.0063,-0.0609,0.0359
-0.0116,-0.0935,0.1122
0.0229,-0.1178,0.1186
0.0234,-0.048,-0.0287
-0.0383,0.0319,-0.1104
-0.0479,0.0196,0.0029
-0.0045,-0.0456,0.0629
-0.0086,-0.068,0.1372
-0.0217,-0.0579,0.1747
-0.0111,-0.0387,0.1844
0.0328,-0.0389,0.1418
0.0432,-0.04,-0.0545
0.0481,-0.0351,-0.152
0.0345,-0.0337,-0.0786
0.0446,-0.0783,0.1148
0.0412,-0.1052,0.21
0.01,-0.0926,0.0627
-0.0358,-0.0714,-0.0882
-0.0431,-0.0191,-0.1016
-0.0517,-0.0086,0.0369
-0.0798,0.0063,0.0406
-0.0894,0.0256,-0.0141
-0.1087,0.0173,0.002
-0.0942,-0.0233,0.0704
-0.0992,-0.0885,0.1207
-0.1529,-0.0738,0.094
-0.098,-0.0248,0.1001
-0.0772,-0.0135,0.1299
-0.0226,-0.0747,0.0985
0.0431,-0.1314,0.0345
0.0612,-0.0543,0.0024
0.1131,-0.0372,0.1133
0.1425,-0.0496,0.2161
0.0772,-0.0596,0.1389
0.0512,-0.0322,-0.038
0.0343,0.0478,-0.1779
-0.0546,0.0678,-0.2101
-0.101,0.0275,-0.124
-0.0564,-0.0458,-0.0225
-0.0119,-0.0859,0.0842
0.0275,-0.1034,0.1448
0.0046,-0.0792,0.1008
-0.042,-0.0471,0.0388
-0.0604,-0.0378,0.0588
-0.0508,-0.047,0.1264
-0.0276,-0.066,0.1757
-0.0143,-0.0667,0.1485
-0.0107,-0.054,0.0934
-0.0215,-0.0366,0.0474
-0.0273,-0.0373,0.0694
-0.0183,-0.0773,0.1173
-0.0374,-0.0565,0.0463
-0.0563,-0.0023,-0.0148
-0.0226,0.0053,0.0196
0.0211,-0.0014,-0.0139
0.0503,-0.0079,-0.0191
0.0511,-0.0088,0.0136
0.0475,-0.0296,0.0133
0.0156,-0.0322,-0.0435
0.0316,-0.0442,-0.0672
0.0235,-0.0497,-0.0062
-0.0093,-0.0213,0.0533
-0.0179,-0.0557,0.1091
0.0163,-0.0711,0.1024
0.0654,-0.0914,0.0439
0.0806,-0.0829,0.042
0.0339,-0.065,0.0495
0.0447,-0.0337,0.0108
0.0222,-0.0121,-0.0807
-0.0578,-0.0191,-0.1288
-0.1437,0.0411,-0.1214
-0.0675,0.0647,-0.0234
0.0844,0.0514,0.0594
0.1935,0.0003,0.1209
0.0644,-0.0277,0.1956
-0.1123,-0.056,0.2619
-0.2018,-0.0756,0.2341
-0.2334,-0.0493,0.142
-0.0753,-0.101,-0.0189
-0.1878,-0.1387,0.0707
-0.1667,-0.1472,0.1986
-0.0921,-0.1047,0.1886
-0.0555,-0.0807,0.1357
-0.1048,-0.058,0.0579
-0.1112,-0.0054,0.0547
-0.0172,-0.0056,0.0493
-0.1187,0.0193,0.1994
-0.2478,0.0713,0.2019
-0.292,0.1088,0.1584
-0.1688,0.056,0.0763
-0.0983,-0.0298,0.0837
0.0055,-0.1199,0.18
0.0043,-0.1201,0.156
-0.1115,-0.0347,0.1087
-0.1043,0.0884,0.0526
-0.0306,0.175,0.1155
-0.0002,0.0658,0.2351
0.1888,-0.0907,0.2823
0.3625,-0.0898,0.3848
0.2051,0.0003,0.4196
0.1562,0.0145,0.4283
0.0872,-0.039,0.2989
-0.0198,0.0075,0.2064
-0.1308,0.0402,0.1478
-0.2081,0.067,-0.0214
-0.2819,0.1037,-0.1439
-0.0036,-0.0047,-0.0654
0.0766,-0.0683,0.3201
0.1386,-0.1294,0.4324
0.0866,-0.1013,0.3179
-0.0411,-0.0181,0.0742
-0.087,0.0153,0.065
-0.066,0.0249,0.1116
-0.0402,-0.0512,0.1167
-0.0575,-0.0703,0.1264
-0.0848,0.0009,0.0679
-0.0847,0.0158,0.162
-0.0933,-0.0363,0.1716
-0.045,-0.0609,0.101
0.0035,-0.0364,0.1368
0.0374,-0.0022,0.1978
0.0375,0.0498,0.1491
-0.0145,0.078,0.1154
-0.0656,0.0247,0.0621
-0.0931,-0.0327,0.0033
-0.1203,-0.0758,-0.0125
-0.1473,-0.0758,0.0142
-0.0979,-0.0513,0.0992
-0.02,-0.0453,0.2002
-0.0382,-0.0542,0.2781
-0.0124,-0.0321,0.1085
-0.0538,0.0236,-0.1438
-0.0921,0.0099,-0.0018
-0.0445,-0.0075,0.144
0.0031,-0.05,0.2281
-0.0119,-0.0213,0.2696
-0.0359,-0.0075,0.179
-0.0355,0.0014,0.0697
-0.0645,0.0146,-0.0172
-0.06,0.0146,-0.0334
-0.0654,0.0104,0.0252
-0.019,0.0068,0.1643
-0.015,0.0217,0.2797
0.0036,-0.0166,0.2491
-0.0307,-0.0549,0.2016
-0.0263,-0.046,0.1477
-0.0368,-0.0083,0.0933
-0.0433,0.0444,0.0796
-0.0446,0.0539,0.0898
-0.0507,-0.0173,0.1582
0.0011,-0.0646,0.1935
-0.0057,-0.0784,0.2386
-0.0075,-0.0401,0.2222
0.0194,0.0353,0.0946
0.0357,0.0406,0.167
0.0242,0.0071,0.1827
-0.0195,-0.0546,0.1988
-0.0547,-0.0689,0.231
-0.003,-0.0031,0.0679
-0.0046,0.0112,0.1293
-0.0449,-0.0354,0.2196
-0.0309,-0.0361,0.1481
-0.0276,-0.0073,0.158
-0.0097,0.0262,0.1535
-0.0207,0.0256,0.1292
-0.0412,0.007,0.1527
-0.0518,-0.0409,0.2015
-0.0476,-0.0834,0.2414
-0.0429,-0.0696,0.1912
-0.0101,-0.0361,0.1268
0.0035,0.0016,0.0996
0.0121,0.0261,0.1541
-0.0026,0.0124,0.2811
0.0545,-0.0206,0.3344
0.0691,-0.0361,0.1691
0.002,-0.008,0.1078
-0.06,0.001,0.0982
-0.0597,0.0148,0.0304
-0.0116,-0.0223,0.0961
0.0172,-0.069,0.2143
0.003,-0.0312,0.1937
-0.0064,0.0155,0.0968
-0.0015,0.0203,0.1138
0.0176,-0.0312,0.1782
0.0076,-0.0497,0.2809
-0.0017,-0.0449,0.2991
-0.0247,-0.0503,0.233
-0.0292,-0.0275,0.1187
-0.0101,0.0061,0.0712
-0.0053,0.0103,0.0182
-0.0193,0.0151,0.0259
-0.0287,-0.013,0.0891
-0.0095,-0.0172,0.1753
0.0004,-0.0316,0.1954
-0.0184,-0.0459,0.1818
-0.042,-0.0555,0.2021
-0.0178,-0.074,0.1951
-0.0076,-0.0656,0.1034
-0.0117,-0.0464,0.0784
-0.0109,-0.0697,0.1913
-0.0337,-0.0834,0.2183
-0.0421,-0.0415,0.1364
-0.0355,0.0334,-0.069
-0.0495,0.0526,-0.0465
-0.0297,0.0251,0.0973
-0.0056,0.0113,0.1122
0.009,0.0113,0.1596
0.0044,0.0023,0.1925
-0.0002,0.0065,0.1727
-0.0291,0.0017,0.1333
-0.0244,0.0059,0.0884
0.0041,-0.0408,0.1639
0.0279,-0.0648,0.1874
0.0134,-0.0743,0.1739
0.0179,-0.0169,0.1514
0.0272,0.0448,0.1182
-0.0065,0.0352,0.1469
0.0025,-0.0169,0.1958
0.0162,-0.0079,0.1055
-0.0422,-0.0228,0.0777
-0.0622,-0.0085,0.1018
-0.0059,0.0065,0.154
0.0643,-0.0025,0.1773
0.0578,-0.0025,0.1627
0.0415,-0.0265,0.1485
0.0202,-0.0223,0.1095
0.0137,-0.0325,0.0423
0.0259,-0.0367,0.0563
0.033,-0.032,0.0695
0.012,-0.0176,0.1014
0.0151,-0.0075,0.1532
0.0326,-0.0219,0.1822
0.0258,-0.0267,0.1725
0.0193,-0.0075,0.1673
-0.0061,0.0015,0.1393
0.0023,-0.0081,0.0878
-0.003,-0.0326,0.0369
0.0054,-0.0518,0.0296
-0.0103,-0.0464,0.0592
-0.017,-0.0075,0.1786
0.0342,0.0027,0.2516
0.0235,0.0303,0.0913
0.0036,0.001,0.0309
0.0084,-0.0511,0.0704
-0.0205,-0.0936,0.1284
-0.0069,-0.0463,0.1351
0.0164,0.0339,-0.0023
-0.0033,0.0489,0.0795
-0.0371,0.0016,0.1416
0.0058,-0.0361,0.1467
0.0345,-0.0169,0.1708
0.0059,-0.008,0.1382
-0.0178,0.0058,0.0815
-0.032,0.0435,0.0391
0.0061,0.0202,0.0622
0.0015,-0.0127,0.114
-0.0215,-0.0415,0.0938
-0.0212,-0.0319,0.0836
-0.0024,0.0016,0.0925
0.0217,0.0064,0.116
0.0077,-0.017,0.1977
-0.0012,-0.0594,0.2535
0.0294,-0.0558,0.1009
-0.0643,-0.0329,0.0002
-0.0718,-0.0376,0.0243
0.0065,-0.0417,0.0112
0.0651,-0.0177,0.0504
0.0661,-0.0314,0.1136
-0.0101,0.0016,0.0898
-0.0044,0.0161,0.0892
0.0306,0.0066,0.0588
-0.002,0.006,-0.0056
-0.0203,0.0007,-0.014
-0.0054,-0.0179,0.0528
0.0139,-0.046,0.1054
-0.0053,-0.0077,0.1092
-0.0187,0.0114,0.095
-0.0129,0.021,0.0956
0.0029,-0.0077,0.0824
-0.001,-0.0035,0.0167
-0.0385,-0.0034,0.0077
-0.0285,-0.0226,0.0501
-0.0043,-0.0364,0.1074
-0.0094,-0.0172,0.1212
-0.028,0.0211,0.1262
-0.0036,0.0163,0.1117
0.0064,-0.0214,0.189
-0.0114,-0.0124,0.0715
0.0038,0.0344,-0.0354
-0.0049,0.0584,-0.0241
0.005,0.0015,0.0142
-0.0233,-0.041,0.0934
-0.028,-0.0363,0.0959
-0.0092,0.0253,0.0215
-0.0296,0.0258,0.1661
-0.0303,-0.0161,0.2493
0.022,-0.0347,0.2865
0.0223,-0.0305,0.2351
-0.0585,0.0067,0.1378
-0.091,-0.0177,0.0965
-0.1034,-0.0421,-0.004
-0.0495,-0.07,0.0104
0.028,-0.0644,0.0822
0.0289,-0.0546,0.1437
-0.0136,-0.0024,0.1186
-0.046,0.0499,0.0595
-0.0355,0.0315,0.0905
-0.0388,-0.0162,0.1415
0.0005,-0.0536,0.1462
-0.0176,-0.0354,0.0313
-0.093,-0.0172,-0.071
-0.073,-0.026,-0.0213
-0.0196,-0.0205,0.0169
0.0238,-0.0108,0.0589
-0.0093,-0.0059,0.0619
-0.0231,-0.0202,0.0789
-0.0414,-0.0249,0.058
-0.0408,-0.0062,0.0467
-0.0163,0.0089,0.083
-0.0158,-0.0383,0.1674
-0.0199,-0.0238,0.1475
-0.0289,-0.0195,0.1096
-0.0043,0.0232,0.0094
-0.0279,0.0653,-0.0728
-0.0421,0.042,0.0155
-0.0279,-0.0047,0.0737
-0.0135,-0.043,0.1124
-0.0039,-0.043,0.1229
-0.0133,-0.0525,0.1147
-0.0035,-0.0285,0.121
0.0063,-0.023,0.137
-0.0079,-0.014,0.1151
-0.0222,-0.0097,0.0552
-0.0318,-0.0145,0.0282
-0.0548,-0.0431,0.0156
-0.0447,-0.067,-0.0109
-0.0154,-0.0813,-0.0226
0.0037,-0.0471,0.1214
0.0333,-0.0417,0.1755
0.0056,-0.0081,0.2143
0.0018,0.0434,0.0915
0.0026,0.1279,-0.1178
-0.0158,0.0812,0.045
-0.024,0.0297,0.1259
0.0015,0.0441,0.1159
0.0081,0.0435,0.1014
-0.0235,0.0196,0.0342
-0.0117,-0.0379,0.0146
-0.0054,-0.0475,0.0369
-0.0044,-0.0613,0.0741
-0.0124,-0.0661,0.0782
0.0136,-0.0613,0.0695
0.0387,-0.0283,0.0372
0.0294,-0.009,0.0345
0.0207,-0.0138,0.0505
-0.0452,-0.0466,0.1098
-0.0532,-0.062,0.004
-0.0289,-0.0384,-0.1335
-0.0148,-0.0287,-0.1336
-0.0056,-0.0657,0.0364
0.0849,-0.0507,0.0917
0.103,-0.0171,0.1122
0.074,0.0351,0.0992
-0.017,0.0489,0.0243
-0.036,0.0819,-0.0326
-0.0259,0.0573,-0.0806
-0.0219,0.0249,0.0088
-0.0264,-0.0177,0.0919
-0.0309,-0.0226,0.0929
0.0029,-0.0467,0.0655
0.0177,-0.0372,0.0194
0.008,-0.023,0.0115
-0.0118,0.0098,0.031
-0.0213,0.0102,0.041
-0.0257,-0.0001,0.0222
-0.0206,-0.0284,0.0232
0.0185,-0.0525,-0.0053
0.0376,-0.0431,0.0087
0.0466,-0.014,0.0553
0.0134,0.0187,0.058
-0.0101,0.0185,0.0135
-0.0194,0.0087,-0.0085
0.0283,-0.0101,0.0558
0.009,-0.0295,0.0341
0.0137,-0.0249,0.0221
0.0137,-0.0102,0.1003
0.0329,-0.0391,0.1018
0.0234,-0.016,0.0557
0.0089,0.0215,-0.0578
-0.0395,0.0548,-0.0339
-0.036,0.0462,0.1193
0.0066,0.0363,0.1337
0.0252,0.0361,0.1005
0.0253,0.0311,0.0625
0.0054,-0.0026,0.0487
0.0045,-0.0315,0.0245
0.0034,-0.0551,0.0627
0.0119,-0.0457,0.086
-0.0039,-0.0363,0.095
-0.0089,-0.0269,0.0574
-0.0143,-0.0228,0.0107
-0.0148,-0.0182,-0.0223
-0.0058,-0.0183,-0.0041
0.0265,-0.0454,0.162
0.0592,-0.0593,0.2047
0.0012,-0.0037,0.057
-0.0709,-0.0038,0.0771
-0.0615,-0.0368,0.0685
-0.0185,-0.0278,0.0126
0.0194,-0.0273,0.0715
0.033,-0.0082,0.0922
0.0368,-0.022,0.0902
0.0169,0.0061,0.0919
0.0353,0.0114,0.0898
0.0112,0.021,0.107
-0.0043,0.0114,0.1536
-0.0233,-0.0455,0.1644
-0.0426,-0.07,0.1151
-0.0139,-0.07,0.0722
-0.0279,-0.0748,0.0736
-0.0227,-0.1179,0.1002
-0.07,-0.0802,0.0504
-0.0843,-0.0664,-0.0187
-0.1035,-0.0377,-0.0169
-0.0894,-0.0131,0.065
-0.0711,0.03,0.0984
-0.0378,0.0779,0.0896
-0.0476,0.106,0.0418
-0.0711,0.0814,-0.0114
-0.0571,0.006,0.0447
-0.0526,-0.0604,0.1526
-0.0434,-0.0844,0.123
-0.0387,-0.0706,0.056
-0.0198,-0.0796,0.1041
-0.0103,-0.0987,0.0569
-0.0339,-0.0467,0.0577
-0.0431,0.0335,-0.0429
-0.0672,0.0527,-0.0487
-0.0731,0.0108,0.1108
-0.0159,-0.0263,0.1982
0.0134,0.0066,0.0998
-0.0113,0.0491,0.0932
-0.0299,0.0491,0.0685
-0.0538,0.0245,-0.029
-0.0589,-0.0084,0.0109
-0.0354,-0.0276,0.0351
0.0026,-0.0461,0.0792
-0.0024,-0.0742,0.0992
0.0068,-0.0599,0.0956
0.0017,-0.027,0.1067
-0.0035,0.0161,0.1038
-0.023,0.0209,0.0781
0.0244,0.0024,0.1156
0.0527,0.0251,-0.0344
-0.0289,0.0102,-0.0463
-0.0484,-0.0222,0.0746
0.0228,-0.0503,0.13
0.0416,-0.0168,0.1144
0.0273,-0.0216,0.1039
-0.0108,0.0066,0.0505
-0.0298,-0.0042,-0.05
-0.0249,-0.0042,-0.061
-0.0106,-0.0461,0.023
0.0182,-0.0502,0.1207
0.0225,-0.0209,0.2048
0.018,-0.0071,0.1368
-0.0002,-0.0173,0.0747
-0.0043,-0.0131,-0.0256
0.0011,-0.0323,-0.0223
0.0113,-0.046,0.0136
-0.0074,-0.0316,0.0335
-0.0165,-0.0172,0.0157
0.0122,-0.0412,-0.002
0.0216,-0.0316,0.0032
0.0162,-0.0076,0.0591
0.0007,0.0026,0.0956
-0.0092,0.0123,0.1365
0.0049,0.0123,0.1203
0.0093,0.0076,0.0664
-0.0001,-0.0163,0.0412
0.0324,-0.0306,0.0214
0.06,-0.0072,-0.0288
0.0157,-0.0017,0.0155
-0.0052,-0.0489,0.1174
-0.006,-0.0769,0.1773
0.0267,-0.0152,0.0944
0.0207,0.0555,-0.0408
-0.0094,0.0268,-0.0197
-0.044,0.027,-0.0047
-0.0115,0.0182,0.0247
0.0114,0.0093,0.1075
0.0054,-0.0139,0.138
0.0041,-0.0425,0.0934
0.0077,-0.019,0.0495
-0.0076,-0.0141,0.0581
-0.0176,-0.0236,0.0624
-0.0082,-0.0469,0.0681
-0.0225,-0.033,0.0128
-0.0034,-0.0138,0.0287
0.0013,0.0006,0.0689
-0.0083,0.0006,0.0621
0.0254,-0.0089,0.0431
0.0162,-0.0329,0.0292
-0.0502,-0.0287,-0.0376
-0.0496,-0.0191,-0.0515
0.0224,-0.0233,0.0394
0.0369,-0.0131,0.0585
0.0467,-0.0131,0.0826
0.0089,0.0012,0.0734
0.0094,0.0054,0.0415
-0.0091,0.0143,-0.0188
-0.0087,-0.0049,-0.0556
-0.0409,-0.048,-0.0488
-0.0217,-0.0618,0.0103
-0.0062,-0.0564,0.0655
0.009,-0.0469,0.078
0.0195,-0.0189,0.0524
0.0253,0.0003,0.0695
0.0309,0.005,0.0869
0.0033,-0.0142,0.0523
-0.0193,0.0043,-0.0069
-0.0039,-0.0101,0.0056
0.0066,-0.0096,0.0741
-0.0021,0.0048,0.0709
0.0129,-0.0144,0.0317
0.0088,-0.039,0.0108
0.0047,-0.0103,-0.0164
-0.0043,0.0088,-0.0059
-0.0373,0.004,0.0323
-0.0081,0.0094,0.0894
0.0353,0.028,0.0185
0.0307,0.0561,-0.0538
0.0308,-0.0001,0.0652
0.0173,-0.0624,0.0265
-0.0304,-0.0815,0.0645
-0.0051,-0.0294,-0.0311
-0.0052,0.0328,0.0025
-0.024,0.0196,0.171
0.0013,-0.0187,0.154
0.0359,-0.0242,0.0628
0.023,-0.0344,0.0098
-0.0051,-0.0728,-0.0288
0.0004,-0.0633,-0.0252
-0.023,-0.0489,-0.0038
-0.0326,-0.0394,0.0364
-0.0131,-0.0436,0.0721
0.0018,-0.0245,0.0704
-0.0019,-0.0018,-0.0032
-0.0206,0.0269,-0.0483
-0.0256,0.0502,-0.053
0.008,0.0371,0.0279
0.0368,0.0269,-0.0067
0.0614,0.0509,-0.0522
-0.0061,0.0372,0.0388
-0.0152,-0.0381,0.1684
0.0002,-0.0662,0.1949
0.0257,-0.038,0.1517
0.0323,-0.0524,0.1505
0.0252,-0.0435,0.0493
0.0077,-0.0298,0.0017
0.0375,-0.058,0.0685
0.0001,-0.0909,0.1444
-0.046,-0.0587,0.0681
-0.0438,-0.0079,-0.1701
-0.0043,-0.0223,-0.1851
0.0204,-0.0307,-0.0725
0.0258,-0.0115,-0.01
0.0301,0.0082,0.0376
0.0159,-0.0013,0.0504
0.0014,0.0035,0.0435
-0.0317,0.0071,-0.0782
-0.0274,0.0065,-0.1236
-0.0185,-0.0455,-0.1029
-0.0049,-0.0496,-0.0347
0.0085,-0.0298,0.0074
-0.0029,0.0271,0.0191
0.0004,0.0554,-0.0613
-0.0011,0.0663,0.0539
0.1436,0.105,0.4707
0.1488,-0.1209,0.5098
-0.2458,-0.2204,0.3298
-0.2168,-0.3291,0.5777
-0.5377,-0.3549,0.5877
-0.6079,-0.3417,0.5574
-0.6322,-0.0916,1.0029
-0.2963,-0.03,0.939
-0.2312,-0.0211,0.9382
-0.1408,-0.1135,0.7776
-0.0839,-0.2355,0.5061
-0.1428,-0.4171,0.6766
-0.0162,-0.762,0.7549
0.0401,-0.9478,1.0126
0.1171,-1.0315,0.8814
0.2198,-1.064,0.6373
0.1345,-1.0426,0.7341
-0.0552,-0.9018,0.9771
-0.1684,-0.7715,1.1503
-0.1756,-0.5708,1.3383
0.0325,-0.2268,1.4981
0.1414,0.2814,1.4479
0.2067,0.8259,1.1933
0.3218,1.5755,1.1889
0.4129,2.1882,1.5127
0.3602,2.5893,1.727
-0.3212,3.1622,1.3207
-1.2663,4.0275,0.2777
-1.7863,4.4297,-1.2274
-1.354,4.0351,-1.7001
-0.3932,3.4261,-0.8261
0.27,2.1572,-0.0248
0.2061,0.2324,-0.1847
0.0557,-1.7286,-0.4231
-0.2279,-3.0048,-0.6103
-0.4346,-3.0721,-1.05
-1.1768,-1.0432,-2.2154
-1.1064,1.9617,-5.4961
0.3836,2.6316,-5.3261
1.479,1.674,-0.671
1.3954,0.8399,1.9255
0.3704,0.6572,1.5183
-0.5498,0.7967,0.4272
-0.5367,0.7171,-0.3574
-0.2548,0.6129,-0.5837
0.1089,0.3379,-0.7577
0.512,-0.1487,-0.3598
0.5112,-0.4263,0.2245
0.4567,-0.9231,0.9214
0.0819,-1.4482,1.0728
-0.4751,-1.8662,0.9336
-0.4225,-2.2199,0.6762
-0.1331,-2.5629,0.4809
0.3694,-2.8325,0.3543
0.6787,-2.7781,0.2586
0.6741,-2.461,0.3654
0.5573,-1.8202,0.3524
0.3562,-0.8749,0.2293
0.4975,0.0335,-0.442
0.7269,0.3815,-1.1816
0.8302,0.0171,-1.1182
0.8811,-0.4255,-0.4743
0.6591,-0.5612,-0.0368
0.4946,-0.6271,0.7443
0.3858,-0.6845,1.3232
0.2838,-0.5831,1.1465
0.2446,-0.3814,0.7489
0.3859,-0.0971,0.5181
