ax (m/s^2),ay (m/s^2),az (m/s^2)
0.5902,0.2653,0.4813
0.757,0.7431,0.693
0.7239,1.3288,0.8772
0.6596,1.6743,0.8991
0.5063,1.7708,0.9518
0.4263,1.839,0.9612
0.0291,2.1201,0.9216
-0.3132,2.4409,0.5222
-0.5121,2.6196,0.237
-0.417,2.4864,-0.0973
-0.5797,2.0213,-1.0596
-1.142,1.3706,-2.1462
-1.3298,0.6082,-2.3935
-1.1975,-0.3669,-1.6409
-0.8985,-0.9112,-0.0141
-0.3355,-0.2061,-0.0608
-0.0945,1.027,-0.9095
-0.6412,1.6602,-1.2611
-1.0587,1.5014,-1.629
-0.72,0.8149,-1.2391
-0.1821,0.12,-0.6142
0.1204,-0.4364,0.1746
0.3008,-0.8842,0.7243
0.0687,-1.284,0.6213
-0.0399,-1.6754,0.1428
-0.1304,-1.9764,0.2667
-0.0297,-2.194,0.5821
-0.2644,-2.3772,0.4254
-0.5299,-2.6011,0.5006
-1.1479,-2.8998,0.8778
-1.2895,-3.1222,0.9627
-1.4332,-3.144,0.8541
-1.3555,-2.9743,0.6109
-1.0305,-2.6941,0.389
-0.4377,-2.4595,0.3226
-0.1352,-2.1961,0.485
0.1385,-1.8703,0.776
0.2998,-1.3893,0.7393
0.2884,-0.9182,0.8041
0.0482,-0.4615,0.922
-0.0762,0.0804,0.9083
-0.0279,0.6994,0.9539
-0.0649,1.2648,0.9869
-0.2032,1.8893,0.9308
-0.2396,2.5509,1.1091
-0.1168,3.1567,1.2026
0.3508,3.3876,1.4478
1.0519,3.1987,2.0459
1.7748,3.3416,1.6704
1.4189,4.3878,0.4093
0.5798,5.3925,-0.3331
-0.5552,5.7972,-0.731
-1.4958,5.4252,-1.9262
-1.436,4.2938,-3.2672
-1.0253,2.3561,-2.8513
-1.0834,0.1219,-1.7795
-0.5538,-1.6675,-1.2717
-0.4935,-2.3934,-0.2898
-0.1009,-1.3291,-1.1518
0.357,0.663,-2.4925
0.8608,1.9239,-2.2176
1.1307,1.9818,-1.4093
0.7998,0.8599,-0.9334
0.2294,-0.5191,-0.2787
0.0031,-1.2063,0.1709
0.0126,-1.5177,0.3837
0.3682,-1.9017,0.176
0.8127,-2.0726,0.2394
0.4079,-2.653,0.5333
0.3267,-3.0375,0.5236
0.039,-3.3619,0.074
-0.1142,-3.4892,-0.0935
-0.111,-3.567,-0.1518
-0.0444,-3.5729,-0.0934
-0.0066,-3.5564,-0.1023
0.0987,-3.6359,-0.0862
0.3123,-3.5409,0.3325
0.3103,-3.3223,0.8042
0.6732,-3.1744,1.002
0.5801,-2.8478,1.4874
0.5267,-2.3883,1.5126
0.7526,-1.7347,1.6081
0.845,-0.6457,1.2409
0.8218,0.5832,0.9181
0.7072,1.7308,0.5529
0.6248,2.4889,0.4613
0.6042,2.8509,0.4832
0.6477,3.0583,0.4453
0.6497,3.2542,0.5403
0.3122,3.6482,0.8453
-0.0289,3.9027,1.5415
-0.2612,3.7136,2.028
-0.4551,3.5138,2.1775
-0.4935,3.5755,1.3527
-0.4897,3.496,-0.786
-0.6196,2.7941,-2.8814
-1.0242,1.5529,-3.1532
-1.2923,0.4585,-2.7857
-1.0309,-0.7058,-1.5375
-0.0876,-1.0888,-0.2667
0.4562,-0.4393,-1.6239
0.3207,0.8003,-3.6509
-0.4718,2.2051,-3.8593
-1.3599,2.6827,-3.3104
-0.9865,2.0281,-1.8257
-0.5065,1.0346,0.1338
0.0181,0.3175,1.1013
0.2087,-0.2105,0.6198
0.4021,-0.9197,-0.2353
0.2418,-1.5642,-0.8764
-0.032,-2.2377,-0.909
-0.2397,-2.8659,-0.6102
-0.2151,-3.4264,-0.2276
0.304,-4.0359,0.466
0.653,-4.159,1.0235
0.4558,-3.9323,0.8727
0.3723,-3.6895,0.7718
-0.1915,-3.3868,1.1398
-0.4761,-3.0484,1.2696
-0.5616,-2.8392,1.3357
-0.5969,-2.7,1.2047
-0.2932,-2.3555,1.2958
-0.2539,-1.8283,1.2294
-0.1443,-1.3029,0.8572
0.0026,-0.7291,0.7587
-0.2029,-0.2416,0.7428
-0.3237,0.4114,0.6375
-0.195,1.1935,0.6709
-0.1818,2.056,0.8907
-0.468,3.0514,1.3445
-0.8594,3.669,1.6714
-1.0575,4.2618,1.7223
-0.9849,4.6855,1.3351
-0.8252,5.1004,1.0073
-0.3382,5.2,0.8742
-0.2179,4.7244,1.0475
-0.5088,4.2724,0.1849
-0.776,3.7045,-1.6833
0.0144,2.6927,-2.949
0.6281,0.9555,-3.6236
0.7103,-0.9849,-3.1934
0.7101,-2.4801,-2.6319
0.1839,-2.0417,-2.3545
-0.0329,-0.6258,-3.3931
0.4289,-0.001,-3.4201
0.552,0.1533,-1.6978
0.4893,0.0805,-0.1051
0.1783,-0.2748,0.62
0.1955,-0.8604,0.7727
0.2757,-1.2859,0.6016
0.3536,-1.6598,0.2021
0.3832,-2.0605,0.004
0.3617,-2.6475,-0.0907
0.3299,-3.2169,0.3837
0.295,-3.6779,0.6747
0.5942,-3.9454,0.981
0.5148,-4.005,0.9675
0.6023,-3.7889,0.5903
0.4274,-3.4346,0.2536
0.2967,-3.1049,0.6726
0.4039,-2.8286,0.7236
0.3774,-2.2927,0.848
0.4932,-1.528,1.3702
0.6789,-0.5919,1.5948
0.6977,0.4038,0.6959
0.7816,1.0767,0.0665
0.8675,1.2746,-0.3955
0.8246,1.2951,-0.5802
0.72,1.1888,-0.1236
0.5194,1.1516,0.1636
0.1388,1.3188,0.5189
-0.1396,1.5999,0.9497
-0.4831,1.9391,0.934
-0.6732,2.0434,1.5743
-0.4433,2.359,2.4205
-0.2881,2.7375,2.6236
-0.1778,3.2664,2.1714
-0.5481,3.9831,1.8511
-0.8585,4.5576,0.6978
-0.9841,5.0593,-1.0661
-0.7383,5.0233,-1.8426
-0.4584,3.8562,-3.1358
-1.1724,2.072,-4.3317
-1.4061,0.2759,-3.6987
-1.2387,-1.1647,-2.3991
-0.792,-1.8864,-0.4141
-0.6459,-1.6707,1.3683
-0.7955,-0.7346,0.6009
-1.0039,-0.1704,-1.0958
-0.1544,-0.2901,-1.456
0.3822,-0.5639,-1.5458
0.7308,-0.6809,-1.532
0.3588,-0.8567,-0.6045
0.0961,-1.0853,0.3403
0.133,-1.5282,0.5695
0.3202,-1.9534,0.5439
0.3289,-2.2115,0.5273
0.243,-2.4485,0.1061
0.0152,-2.6554,-0.076
0.0741,-2.8544,0.0133
0.0269,-2.9568,0.2307
0.0832,-2.9364,0.7011
0.3112,-2.7495,0.8385
0.2521,-2.4921,0.6785
0.3389,-2.4523,0.6759
0.214,-2.1836,1.2962
0.0715,-1.9826,1.7056
-0.2544,-1.5851,1.4377
-0.3732,-1.1676,1.091
-0.2255,-0.594,1.1788
-0.2128,-0.276,0.8267
-0.362,0.2258,0.9301
-0.372,0.9306,1.2206
-0.638,1.6362,0.8428
-0.9077,2.1919,0.4134
-0.7025,2.7894,0.1905
-0.6107,3.41,0.1503
-0.6425,3.5957,0.9797
-0.58,3.5617,1.7479
-0.3117,3.6422,2.102
-0.0634,3.662,1.9093
-0.1804,3.606,0.6448
-0.5717,3.3061,-1.2426
0.1018,2.4178,-3.6338
1.3961,0.9743,-4.6757
1.7093,-0.8851,-3.675
0.6599,-1.2134,-2.3085
0.0104,-0.3736,-1.9421
0.124,1.526,-2.3188
0.6386,1.9413,-1.0914
0.2127,1.2483,0.6727
-0.2453,0.716,0.8153
-0.776,0.1805,0.1199
-0.6926,-0.2934,-0.32
-0.0051,-0.6119,-0.1024
0.8667,-0.8554,-0.1502
1.6451,-1.318,-0.2428
1.3048,-1.9528,0.1686
0.8319,-2.6701,0.559
0.5555,-3.0775,0.6637
0.6327,-3.3549,0.6689
0.6669,-3.6361,0.7424
0.6855,-3.7472,0.5986
0.5839,-3.7145,0.55
0.5444,-3.6808,0.6378
0.4819,-3.5236,0.5115
0.3453,-3.1522,0.3879
0.3326,-2.6097,0.2363
0.4801,-2.09,0.3675
0.7417,-1.626,0.6657
0.8763,-1.0759,0.3979
0.7511,-0.0869,1.0224
0.7939,0.7558,1.1538
0.6568,1.5566,0.9518
0.3377,2.303,0.6825
0.1767,2.9814,0.5224
0.1529,3.456,0.3548
0.0317,3.5841,0.9145
-0.0212,3.7024,1.9883
-0.0546,3.8786,2.5645
0.0142,3.9435,1.6706
-0.0705,4.34,0.4647
0.0414,4.6143,-0.9887
-0.6902,4.3298,-3.4056
-1.4865,3.5614,-4.9075
-2.2699,2.3132,-3.9002
-2.1372,0.7304,-2.4255
-1.2525,-0.3812,-0.9596
-0.6951,-0.5502,-0.4502
0.02,0.637,-0.9395
-0.1209,1.5049,-2.5331
-0.5133,1.6745,-3.4715
-0.1056,1.0789,-2.8864
0.5928,0.069,-1.1881
0.862,-0.7195,0.3759
0.8203,-1.2784,0.9841
0.3771,-1.8207,0.9924
0.3812,-2.3898,0.7504
0.3082,-3.0317,0.1339
0.5218,-3.5617,-0.3796
0.5033,-4.0459,-0.2896
0.5315,-4.4365,0.2198
0.2856,-4.6318,0.6897
-0.1118,-4.7329,0.7551
-0.2861,-4.6172,0.9116
-0.3534,-4.1766,1.1823
-0.5395,-3.728,1.1623
-0.5877,-3.2061,0.8077
-0.5885,-2.7314,0.6953
-0.6278,-2.2204,1.202
-0.7851,-1.6358,1.4459
-0.8942,-0.986,1.2513
-1.1244,-0.3101,0.7693
-1.0877,0.1837,1.0047
-0.8783,0.6582,1.3246
-0.82,1.227,1.5921
-0.8804,1.7876,1.4462
-0.9973,2.1884,1.1085
-1.0661,2.4508,0.8358
-0.9043,2.6266,0.6261
-0.6666,2.8885,0.6827
-0.3841,3.1715,1.06
-0.5086,3.447,1.1661
-0.5258,3.6909,1.1887
-0.5319,3.9528,0.7571
-0.5262,4.2912,0.0801
-0.7259,4.3772,-0.6339
-0.7579,4.0643,-1.4358
0.0173,2.8272,-2.4532
0.582,1.1504,-2.3763
0.1292,-0.3723,-1.8899
-0.5042,-1.0184,-2.2572
-0.1166,-0.6749,-2.8899
0.4074,-0.0687,-1.9169
0.6089,0.4691,-0.4222
0.6011,0.8924,-0.0811
0.4498,0.5859,0.2425
0.4977,-0.0465,-0.077
0.7369,-0.6704,-0.2067
0.937,-0.9982,-0.4553
1.241,-1.0927,-0.7552
1.0799,-1.28,-0.9722
0.9441,-1.3979,-0.6476
0.8508,-1.8216,-0.1928
0.6458,-2.155,0.1919
0.6925,-2.4845,0.2939
0.6934,-2.7028,0.3384
0.6025,-2.7437,0.4125
0.4807,-2.6803,0.2184
0.2709,-2.6485,0.3556
0.0071,-2.5576,0.6438
-0.1293,-2.398,0.3019
-0.1692,-2.2127,0.1168
-0.1763,-2.0955,0.4235
-0.2204,-1.973,0.8498
-0.367,-1.6512,1.0852
-0.4088,-1.1932,0.7912
-0.3499,-0.6223,0.7407
-0.3384,0.0213,0.8137
-0.2535,0.6783,0.5597
-0.149,1.2066,0.5171
-0.0099,1.6691,0.9452
0.1585,2.2638,1.7102
0.2687,2.9578,2.0472
0.5332,3.4172,1.7002
0.5117,3.6747,1.5227
0.0385,3.3883,1.6742
0.0236,2.8849,1.1402
0.4735,2.4455,0.1996
0.0706,2.046,-0.8835
-0.4447,1.5284,-2.2232
-1.2133,1.0614,-2.9971
-1.6164,0.3919,-2.9326
-1.4417,-0.3025,-1.9834
-0.3826,-0.3896,-0.041
0.4497,0.2729,0.4788
0.6475,1.2669,-0.9943
0.8253,2.1449,-2.104
1.0192,2.4756,-2.0519
0.7865,1.682,-1.8888
-0.3846,1.1713,-1.538
-1.1297,0.5887,-0.6387
-1.0995,-0.0949,0.4004
-0.867,-0.605,0.7321
-0.3762,-0.9737,0.3945
-0.1112,-1.4039,0.0027
-0.0416,-1.9378,-0.2136
0.1476,-2.46,-0.1889
0.2922,-3.0235,0.0025
0.3432,-3.4273,0.4755
0.385,-3.5839,0.6767
0.3343,-3.6872,0.8527
0.2927,-3.67,1.0258
0.447,-3.4869,0.9012
0.7355,-3.0102,0.8429
0.8651,-2.5481,0.8724
0.7002,-1.9119,0.6182
0.2423,-1.7474,0.4788
-0.1805,-1.6349,1.1619
-0.6142,-1.5189,1.553
-0.9521,-0.9645,1.7633
-0.8869,-0.1671,1.0719
-0.5842,0.9289,0.6863
-0.2749,2.109,0.424
-0.0769,2.9236,1.0865
0.3636,3.1066,2.7121
0.5022,3.4137,3.8981
0.1715,3.9782,3.034
-0.0327,4.2084,1.874
0.2191,3.7634,0.9725
-0.0233,2.3617,0.4769
-0.9659,1.136,-0.0852
-2.7132,0.3768,-1.0762
-3.5171,0.1145,-2.9181
-2.7013,-0.0256,-4.6352
-1.2768,-0.0293,-4.4925
0.2331,-0.0424,-3.1993
0.5733,0.328,-0.7659
0.2344,0.5642,0.9178
-0.2291,0.9038,0.7959
-0.2667,1.147,-0.7928
-0.103,1.2091,-2.0459
0.2236,1.0355,-2.0533
0.1674,0.6589,-0.8157
0.0049,0.1536,0.4375
-0.4515,-0.3092,0.9782
-0.7827,-0.7272,0.6929
-0.7853,-1.0676,0.2927
-0.7459,-1.4768,0.0652
-0.6362,-1.9122,0.0414
-0.7224,-2.2571,0.0287
-0.9254,-2.4593,-0.1052
-0.7277,-2.6268,-0.2711
-0.5573,-2.7506,-0.4299
-0.2748,-2.7766,-0.2927
-0.1175,-2.5699,-0.3626
-0.0513,-2.326,-0.4495
0.2373,-2.3557,-0.2532
0.6418,-2.3884,0.1445
0.9091,-2.3694,0.4681
1.0603,-2.1884,0.8154
0.8748,-1.8279,0.9075
0.4278,-1.3209,1.0564
-0.087,-0.8709,1.2368
-0.2955,-0.4402,1.2345
-0.4182,-0.1118,0.9681
-0.097,0.0609,0.7472
0.1025,0.1556,0.3258
0.315,0.28,0.1466
0.3687,0.2196,0.1958
0.1626,0.2231,0.6035
0.0649,0.0753,0.4075
-0.6053,0.4286,1.8922
-0.3511,0.8728,1.8693
0.0161,2.1914,1.8675
-0.0411,3.3991,1.115
-1.0791,3.2563,-1.2071
-2.7185,2.9271,-4.5824
-1.4602,1.5525,-5.2223
0.5285,0.2918,-0.8811
1.3912,-0.225,3.8627
1.0599,-0.5776,3.9915
0.4078,-0.7629,0.9384
0.5854,-0.9186,-0.8673
1.0895,-0.7322,-1.7161
1.516,0.0173,-2.3982
1.4997,1.0853,-2.3443
1.1621,1.6188,-0.8224
0.914,1.7188,0.8469
0.6802,1.5945,1.2296
0.6833,1.2479,0.5374
0.4926,0.8132,0.3559
0.4071,0.2715,0.5583
0.4956,-0.3137,0.5762
0.4147,-0.8813,0.5164
0.0606,-1.2831,0.5586
0.0493,-1.6021,0.644
0.5275,-1.9011,0.7503
0.6153,-1.9949,0.3311
0.8821,-2.0893,0.3865
0.8517,-2.1934,0.6341
0.6175,-2.2714,0.6018
0.5079,-2.1578,0.588
0.3997,-1.9782,0.6132
0.2646,-1.7368,0.6534
0.1617,-1.4039,0.8524
0.0016,-1.0867,1.0073
-0.1565,-0.8755,1.0921
-0.2624,-0.7798,1.1588
-0.2399,-0.6408,1.2022
-0.2241,-0.502,1.2896
-0.2072,-0.3907,1.4866
-0.2285,-0.3464,1.7081
-0.1543,-0.2402,1.878
-0.305,0.0901,1.9854
-0.5466,0.4947,1.9592
-0.9862,0.7931,1.7928
-1.427,0.9382,1.573
-1.5224,1.0294,1.7499
0.0383,0.3607,2.2035
-0.785,1.905,2.5412
0.1519,3.5356,1.375
1.7977,5.4427,0.3715
2.8492,4.2761,-0.9546
2.4897,2.3284,-1.7565
-0.954,1.1342,-2.3023
-3.0063,0.4187,-0.9498
-2.4888,-0.1117,-0.1598
-0.9619,-0.0828,-1.1034
0.2007,1.0266,-2.2233
0.0669,2.0943,-3.2153
-0.7519,2.6586,-2.9885
-0.9977,2.4888,-1.6383
-0.6661,1.7819,-0.4033
-0.1059,0.4572,0.4257
0.1858,-0.8309,0.9833
0.0195,-1.4618,-0.3426
-0.0438,-1.926,-1.1704
0.1256,-2.4347,-1.0501
-0.1514,-2.729,-0.7963
-0.2349,-2.9651,-0.4938
-0.4676,-3.0293,-0.1181
-0.5666,-3.0499,0.3235
-0.846,-3.0668,0.6379
-1.0326,-2.9382,0.7045
-1.6393,-2.4373,0.2937
-1.5781,-1.9913,-0.1272
-1.4649,-1.6148,-0.264
-1.0324,-1.3712,0.1744
-0.804,-1.3109,0.4575
-0.7275,-1.3698,0.778
-0.6,-1.336,1.3214
-0.3799,-1.1513,1.6479
-0.1113,-0.6538,1.663
0.0586,-0.0719,1.5086
0.2168,0.3702,1.1411
0.2557,0.6985,0.8631
0.1789,0.8329,0.8662
0.0987,0.794,1.189
0.0597,0.825,1.9342
-0.2623,1.0305,2.4087
-0.5279,1.3973,2.7365
-0.0847,2.926,2.6005
-0.1216,4.1407,1.5216
-0.949,4.0725,-0.6617
-1.0939,3.0016,-6.2505
-3.791,1.9488,-11.5707
2.1853,-1.2219,-9.626
5.0243,-0.3202,2.8424
5.1757,2.5577,12.7956
0.7787,5.2804,0.9166
0.8479,5.2504,-6.5117
1.6481,3.8512,-5.2789
1.4338,2.5523,-1.1521
0.9473,1.8596,0.6408
0.3523,1.1237,1.1472
0.0504,0.0538,0.8855
-0.1445,-1.0956,0.2152
-0.3938,-2.1146,-0.701
-0.3852,-2.9293,-1.1872
-0.1848,-3.5199,-1.0425
0.3667,-4.0452,-0.5267
0.5661,-4.018,0.0241
0.8204,-4.0161,-0.207
1.3805,-3.9444,-0.2072
1.0805,-3.5708,-0.415
0.7516,-3.1164,-0.7195
0.6087,-2.7494,-0.5815
0.4824,-2.4675,-0.3048
0.3828,-2.3025,0.2085
0.4093,-2.0461,0.8577
0.3712,-1.809,1.4873
0.2029,-1.5433,1.5979
-0.0391,-1.1921,1.6334
-0.1913,-0.6424,1.4844
-0.3468,0.1185,1.4646
-0.4875,0.6691,1.4427
-0.5256,0.8599,1.7588
-0.4909,0.948,1.5998
-0.4104,1.1117,1.4071
-0.2153,1.448,1.7968
-0.0572,1.7091,2.4234
-0.9665,2.3381,2.9022
-0.4,2.8236,3.9243
0.4217,4.7649,2.5643
1.3803,6.7533,-0.3324
2.7411,4.596,-3.782
2.9633,1.4637,-5.3636
0.8087,-0.6622,-5.309
-2.7083,-0.285,-2.4683
-4.3091,2.0697,0.8023
-2.4008,3.5571,0.5818
-0.5497,4.1818,-0.9064
-0.2032,3.5917,-1.5842
-0.1185,2.0662,-2.1507
0.2002,0.5393,-1.6788
0.4202,-0.7553,-0.6451
0.1733,-1.8195,0.1313
0.2114,-2.6722,0.9547
0.2254,-3.4813,0.5482
0.0119,-4.1422,-0.4132
0.0281,-4.4316,-0.9709
-0.6765,-4.0298,-1.1721
-1.3392,-3.7835,-1.2262
-1.624,-3.5815,-0.8527
-1.4774,-3.3141,-0.3135
-1.4652,-3.0486,0.0236
-1.3962,-2.7886,0.31
-1.0585,-2.4262,0.1837
-1.0404,-1.8148,0.2817
-0.7885,-1.2397,0.4971
-0.9009,-0.698,0.8186
-0.8534,-0.1993,1.01
-0.6373,0.2014,1.4944
-0.3525,0.5915,1.7545
0.1488,0.977,1.8528
0.7585,1.2732,2.0701
1.1191,1.491,1.9438
1.1417,1.5982,1.7509
0.8914,1.5223,1.3196
0.5653,1.3635,1.2102
0.5001,1.145,1.7392
0.6935,1.0617,2.236
1.1379,2.2697,1.8407
0.5394,3.2534,0.9149
-1.7446,3.3237,-0.7283
-1.975,0.7998,-6.7445
-4.1819,0.7784,-11.485
0.475,0.1866,-12.0526
5.1355,2.3123,-1.5423
4.3731,4.5623,9.0458
0.6411,5.7512,6.1034
-1.3049,4.4522,-1.6571
-0.7506,2.8364,-3.7621
-0.155,1.5203,-2.3456
-0.3574,0.9085,-2.0716
-0.3932,0.3364,-1.63
-0.3297,-0.6363,-0.5569
-0.3967,-1.6864,0.2657
-0.4726,-2.5521,0.2276
-0.5991,-3.1513,0.0924
-0.5166,-3.5045,-0.3708
0.0147,-3.9549,-0.6425
0.6673,-4.1203,-0.4185
0.2357,-4.0204,-0.6936
0.857,-4.0977,-0.2537
0.9715,-3.891,-0.0257
0.9115,-3.5253,-0.1296
0.8266,-3.0765,0.0944
0.7068,-2.5478,0.166
0.5903,-2.0569,0.3754
0.4576,-1.5434,1.0047
0.236,-0.945,1.6383
0.1531,-0.2909,1.9092
-0.0501,0.168,1.6918
-0.2648,0.62,1.8007
-0.5043,0.8602,1.5785
-0.6428,1.2042,1.1331
-0.5912,1.5993,1.1122
-0.1133,1.8229,1.5148
0.3837,1.7866,2.8335
0.2683,1.3064,3.6165
-0.9119,1.233,4.3611
-0.9407,2.6063,3.6045
-0.5404,5.5941,-0.0014
2.0364,5.9863,-2.5882
5.8656,0.4741,-3.977
2.9323,-2.4603,-4.6988
-0.3567,-2.2929,-8.1994
-2.9277,1.3571,-9.2367
-4.1958,5.8615,-2.5821
-2.0465,7.4284,2.5347
0.0455,4.6738,2.4141
0.0172,2.5597,2.0019
0.1482,0.7412,-0.371
0.1758,-0.4418,-1.2093
-0.401,-1.1284,-1.7598
-0.2579,-2.0128,-1.4717
-0.1482,-2.8117,-1.2876
0.0686,-3.442,-0.8162
-0.0946,-3.8409,-0.4883
-0.8836,-4.0432,-0.338
-1.1414,-3.9367,0.0331
-1.03,-3.7053,-0.1586
-1.0073,-3.4224,-0.4569
-0.8146,-3.0556,-0.4762
-0.616,-2.567,-0.1216
-0.3622,-1.969,0.0573
0.0049,-1.498,0.3956
-0.0096,-1.1562,0.7638
0.0368,-0.8943,1.1567
-0.1351,-0.4623,1.5022
-0.3134,-0.0833,1.6728
-0.6108,0.3,1.7753
-0.4594,0.5691,1.7812
0.1169,0.8736,1.8385
0.4765,1.2011,1.8352
0.3621,1.5304,1.5788
0.0225,1.8044,1.0694
-0.4663,2.0785,1.2833
-0.7144,2.0388,2.1416
-0.06,1.7734,2.8548
1.2531,2.5345,2.1063
1.8608,5.3206,0.3136
-1.482,5.161,-1.24
-4.0698,0.5307,-4.8021
-2.3974,-2.7669,-9.143
1.6735,-4.596,-7.6984
3.8663,-2.0004,-0.9462
3.3703,2.8259,2.7772
1.1682,5.8994,2.0856
-1.0621,6.0982,-0.7234
-0.2725,3.5597,-2.8081
0.6062,1.7883,-2.6899
0.7182,0.7605,-1.8268
0.4383,0.5116,-0.7485
-0.0279,-0.2061,0.1487
-0.6396,-1.2919,0.2712
-1.2985,-2.1798,-0.3561
-1.3357,-2.8741,-0.7272
-0.8186,-3.2716,-0.4011
0.0991,-3.5256,-0.0993
0.9112,-3.5092,0.1516
1.2193,-3.4446,0.0226
1.2295,-3.4227,-0.0083
0.9725,-3.2337,0.02
0.8084,-2.9069,0.0179
0.591,-2.4964,-0.3244
0.5049,-2.3474,0.0926
0.5892,-2.2779,0.5902
0.5491,-2.0338,0.9634
0.3674,-1.637,1.3075
0.0979,-1.1754,1.5142
-0.1217,-0.5887,1.7374
-0.2902,-0.2101,1.5138
-0.5203,0.2289,1.159
-0.6048,0.677,0.652
-0.4937,1.1605,0.325
0.1136,1.6885,0.6308
0.8439,2.0547,1.5166
0.8254,2.0962,2.5346
-0.2633,2.4332,3.3247
-1.5178,4.013,3.2235
-0.3496,6.7756,0.8896
2.3323,6.7057,-0.1031
4.0355,2.4806,-2.7025
2.735,-0.6456,-4.3962
0.5256,-2.6181,-3.8385
-4.3256,-1.2317,-2.5398
-5.3034,1.843,-0.9242
-2.2085,4.4141,0.7176
0.5939,5.2875,0.501
1.3646,4.2118,-0.6768
1.543,2.0543,-2.3127
1.4233,0.4379,-2.1827
1.0122,-0.5679,-1.9035
0.354,-1.489,-0.4393
0.1363,-2.5553,0.5389
-0.1418,-3.5655,0.6926
-0.2044,-4.3484,0.6017
-0.7178,-4.5505,0.0039
-1.2472,-4.3859,-0.6052
-1.5291,-4.2133,-0.9
-1.6888,-3.7758,-0.9916
-1.7129,-3.1884,-0.8377
-1.6167,-2.56,-0.4225
-1.555,-1.8586,0.2269
-1.3725,-1.302,0.5231
-1.1396,-0.8082,0.7213
-0.8857,-0.4862,0.8707
-0.6697,-0.3495,1.1176
-0.3707,-0.2457,1.3159
-0.1092,-0.1577,1.3228
0.1116,-0.0538,1.4411
0.3178,0.0508,1.6818
0.3868,0.2789,1.9537
0.4164,0.7832,2.0323
0.4371,1.4708,1.8106
0.1738,1.8937,2.0824
-0.5142,1.9583,2.377
-1.0465,1.9438,2.419
-0.2572,1.9946,2.3526
1.2744,3.485,1.1978
0.8789,6.544,1.6138
-1.5812,5.818,0.2005
-4.0174,2.3354,-6.0039
-1.6372,-0.8737,-11.5983
0.1467,-2.1162,-11.3564
4.2322,-2.3673,-4.857
6.5798,1.3139,4.9961
3.4401,4.0207,8.2508
0.6113,3.3584,2.399
-0.4141,2.4798,-1.5374
-0.734,1.496,-2.7676
-0.7651,0.4542,-2.3674
-0.6663,-0.1,-1.8691
-0.2677,-0.6579,-1.4975
-0.5049,-1.3288,-0.6477
-0.5759,-2.0519,0.2369
-0.2483,-2.925,0.5905
-0.2988,-3.0523,0.9859
-0.2311,-3.2424,0.0424
0.9072,-3.4475,-0.3336
1.6337,-3.5196,-0.0937
1.7677,-3.5851,0.0128
1.4432,-3.287,-0.1126
0.9267,-2.7743,-0.1514
0.5893,-2.2433,0.288
0.2166,-1.7802,0.6349
0.0789,-1.5608,0.8514
0.0515,-1.3945,0.9333
-0.0565,-1.0518,1.1273
-0.1701,-0.6519,1.3502
-0.3256,-0.1593,1.841
-0.4729,0.2734,1.9695
-0.7696,0.7833,1.668
-0.8032,1.2305,1.1413
-0.6415,1.5803,0.9121
-0.0985,1.9652,1.2877
-0.0655,2.2467,2.1237
-0.2803,1.9704,2.9665
0.7505,1.0054,4.3353
-0.9117,2.1701,4.5413
-0.002,4.9039,1.7799
1.1632,6.4004,-2.6391
2.5333,3.1674,-7.5799
3.35,-0.5804,-9.1306
1.9914,-1.8466,-7.6409
-1.9521,0.0673,-3.8169
-4.9721,3.8981,0.9032
-3.7658,6.2041,3.3836
0.3005,4.3637,2.4725
2.201,1.9577,1.3509
1.6971,-0.2138,-0.6892
1.302,-1.6658,-1.5276
0.3583,-2.3665,-2.3911
0.0537,-3.014,-1.5035
-0.1973,-3.6034,-0.5722
-0.2677,-4.1102,0.5272
-0.4246,-4.2782,1.0941
-0.9817,-4.0157,0.6872
-1.4653,-3.6435,0.2461
-1.6934,-3.1407,-0.0877
-1.7521,-2.5318,-0.369
-1.6169,-1.9072,-0.4981
-1.3971,-1.3988,-0.3489
-1.1878,-0.9895,0.0753
-0.9226,-0.7413,0.5616
-0.8209,-0.622,1.1353
-0.7209,-0.4565,1.4652
-0.4586,-0.2448,1.5294
-0.243,-0.0654,1.7676
-0.0643,0.075,1.9337
0.2063,0.3754,1.6906
0.5614,0.7047,1.4365
0.7695,1.0972,1.3656
0.5135,1.3904,1.5741
-0.229,1.6038,1.5367
-1.1809,1.7679,1.4062
-1.0388,1.6288,1.664
0.5496,2.2326,1.1912
1.6414,4.5895,1.8054
0.8216,5.1868,1.5371
-2.2966,2.6205,-3.9291
-2.3272,0.0329,-10.3356
-0.0473,-1.8151,-11.5597
4.1719,-1.6189,-6.1082
6.427,1.6331,6.643
2.6931,4.385,7.661
-0.7826,5.01,1.0075
-1.019,3.0981,-1.7743
-0.8384,1.8662,-3.134
-0.2077,0.9071,-3.3431
-0.2715,0.6985,-2.4251
-0.0229,0.1688,-0.7439
0.1851,-1.0038,0.3624
-0.1693,-2.1925,0.7452
1.0367,-3.3157,1.1036
-0.4787,-3.5078,-0.2361
0.3406,-4.0387,-0.6513
0.8576,-4.1605,-0.4966
1.3159,-4.275,0.0232
1.3972,-4.0784,0.1949
1.1748,-3.6258,0.2937
0.624,-3.1706,0.3178
0.1525,-2.6191,0.4088
-0.0087,-2.0767,0.4627
-0.1466,-1.5782,0.4032
